ID;Traditional;Simplified;Pinyin;Meaning
2726;了不起;了不起;liǎobuqǐ;amazing
2727;了解;了解;liǎojiě;learn
2728;列;列;liè;list
2729;列車;列车;lièchē;train
2730;列入;列入;lièrù;listed
2731;列為;列为;lièwéi;listed as
2732;臨時;临时;línshí;temporary
2733;零食;零食;língshí;snack
2734;流傳;流传;liúchuán;circulation
2735;樓梯;楼梯;lóutī;stair
2736;陸地;陆地;lùdì;land
2737;陸續;陆续;lùxù;lu xu
2738;錄取;录取;lùqǔ;admission
2739;律師;律师;lǜshī;lawyer
2740;輪;轮;lún;wheel
2741;輪船;轮船;lúnchuán;ships
2742;輪椅;轮椅;lúnyǐ;wheelchair
2743;輪子;轮子;lúnzi;wheels
2744;論文;论文;lùnwén;thesis
2745;落;落;luò;fall
2746;毛巾;毛巾;máojīn;towel
2747;毛衣;毛衣;máoyī;sweater
2748;帽子;帽子;màozi;hat
2749;沒錯;没错;méi cuò;that's right
2750;沒法兒;没法儿;méifǎr;no way
2751;沒想到;没想到;méi xiǎngdào;unexpected
2752;美金;美金;měijīn;us dollars
2753;美女;美女;měinǚ;beauty
2754;夢;梦;mèng;dream
2755;夢見;梦见;mèngjiàn;dreaming
2756;夢想;梦想;mèngxiǎng;dream
2757;秘密;秘密;mìmì;secret
2758;秘書;秘书;mìshū;secretary
2759;密;密;mì;dense
2760;密碼;密码;mìmǎ;password
2761;密切;密切;mìqiè;close
2762;免費;免费;miǎnfèi;free
2763;面臨;面临;miànlín;facing
2764;面試;面试;miànshì;interview
2765;描述;描述;miáoshù;describe
2766;描寫;描写;miáoxiě;description
2767;名牌兒;名牌儿;míngpáir;brand name
2768;名片;名片;míngpiàn;business card
2769;名人;名人;míngrén;celebrity
2770;摸;摸;mō;touch
2771;模特兒;模特儿;mótèr;model
2772;模型;模型;móxíng;model
2773;末;末;mò;end
2774;默默;默默;mòmò;silently
2775;哪怕;哪怕;nǎpà;even if
2776;哪;哪;na;where
2777;男女;男女;nánnǚ;men and women
2778;男士;男士;nánshì;men
2779;難免;难免;nánmiǎn;inevitably
2780;腦袋;脑袋;nǎodai;brain
2781;鬧;闹;nào;noisy
2782;鬧鐘;闹钟;nàozhōng;alarm clock
2783;內部;内部;nèibù;internal
2784;內科;内科;nèikē;internal medicine
2785;能幹;能干;nénggàn;capable
2786;寧靜;宁静;níngjìng;tranquility
2787;濃;浓;nóng;thick
2788;女士;女士;nǚshì;miss
2789;暖氣;暖气;nuǎnqì;heating
2790;拍照;拍照;pāizhào;photograph
2791;排列;排列;páiliè;arrangement
2792;牌;牌;pái;card
2793;盤;盘;pán;plate
2794;盤子;盘子;pánzi;plate
2795;胖子;胖子;pàngzi;fat
2796;培訓;培训;péixùn;training
2797;培訓班;培训班;péixùnbān;training course
2798;培養;培养;péiyǎng;cultivation
2799;培育;培育;péiyù;cultivation
2800;批;批;pī;batch
2801;批;批;pī;batch
2802;片面;片面;piànmiàn;one-sided
2803;品質;品质;pǐnzhì;quality
2804;平方;平方;píngfāng;square
2805;平靜;平静;píngjìng;calm
2806;平均;平均;píngjūn;average
2807;平穩;平稳;píngwěn;stable
2808;迫切;迫切;pòqiè;urgent
2809;破產;破产;pòchǎn;bankruptcy
2810;妻子;妻子;qīzi;wife
2811;期待;期待;qīdài;expect
2812;期間;期间;qījiān;during
2813;期末;期末;qīmò;final exam
2814;期限;期限;qīxiàn;the term
2815;期中;期中;qīzhōng;midterm
2816;其餘;其余;qíyú;the rest
2817;企業;企业;qǐyè;enterprise
2818;氣球;气球;qìqiú;balloon
2819;汽水;汽水;qìshuǐ;soft drinks
2820;汽油;汽油;qìyóu;gasoline
2821;器官;器官;qìguān;organ
2822;前頭;前头;qiántou;front
2823;前途;前途;qiántú;future
2824;淺;浅;qiǎn;shallow
2825;巧克力;巧克力;qiǎokèlì;chocolate
2826;切;切;qiē;cut
2827;親愛;亲爱;qīn'ài;dear
2828;親密;亲密;qīnmì;intimacy
2829;青春;青春;qīngchūn;youth
2830;輕鬆;轻松;qīngsōng;easy
2831;輕易;轻易;qīngyì;easy
2832;清醒;清醒;qīngxǐng;wide awake
2833;情景;情景;qíngjǐng;scene
2834;窮;穷;qióng;poverty
2835;窮人;穷人;qióngrén;poor people
2836;秋季;秋季;qiūjì;autumn
2837;趨勢;趋势;qūshì;trend
2838;圈;圈;quān;lock up
2839;權利;权利;quánlì;rights
2840;卻;却;què;but
2841;確認;确认;quèrèn;confirm
2842;然而;然而;rán'ér;however
2843;燃料;燃料;ránliào;fuel
2844;燃燒;燃烧;ránshāo;burning
2845;熱鬧;热闹;rènao;lively
2846;熱心;热心;rèxīn;enthusiastic
2847;人家;人家;rénjia;people
2848;日記;日记;rìjì;diary
2849;日曆;日历;rìlì;calendar
2850;如今;如今;rújīn;now
2851;弱;弱;ruò;weak
2852;傘;伞;sǎn;umbrella
2853;散;散;sàn;scattered
2854;掃;扫;sǎo;sweep
2855;色;色;sè;color
2856;色彩;色彩;sècǎi;color
2857;森林;森林;sēnlín;forest
2858;曬;晒;shài;sun
2859;閃;闪;shǎn;flash
2860;閃電;闪电;shǎndiàn;lightning
2861;善良;善良;shànliáng;kind
2862;善於;善于;shànyú;good at
2863;傷害;伤害;shānghài;damage
2864;商務;商务;shāngwù;business
2865;賞;赏;shǎng;reward
2866;上個月;上个月;shàng ge yuè;last month
2867;上樓;上楼;shàng lóu;go upstairs
2868;上門;上门;shàngmén;door-to-door service
2869;燒;烧;shāo;burn
2870;設施;设施;shèshī;facilities
2871;設置;设置;shèzhì;settings
2872;申請;申请;shēnqǐng;apply
2873;身材;身材;shēncái;figure
2874;身份;身份;shēnfèn;identity
2875;身高;身高;shēngāo;height
2876;深厚;深厚;shēnhòu;deep
2877;神話;神话;shénhuà;myth
2878;神秘;神秘;shénmì;mystery
2879;甚至;甚至;shènzhì;even
2880;失敗;失败;shībài;fail
2881;失望;失望;shīwàng;disappointment
2882;失業;失业;shīyè;unemployment
2883;詩;诗;shī;poetry
2884;詩人;诗人;shīrén;poet
2885;濕;湿;shī;wet
2886;實施;实施;shíshī;implementation
2887;實用;实用;shíyòng;practical
2888;食堂;食堂;shítáng;canteen
2889;使勁;使劲;shǐjìn;exert yourself
2890;士兵;士兵;shìbīng;soldier
2891;市區;市区;shìqū;urban area
2892;似的;似的;shìde;like
2893;事物;事物;shìwù;thing
2894;事先;事先;shìxiān;in advance
2895;試卷;试卷;shìjuàn;exam paper
2896;是否;是否;shìfǒu;whether
2897;收回;收回;shōuhuí;reclaim
2898;收穫;收获;shōuhuò;harvest
2899;收益;收益;shōuyì;income
2900;手工;手工;shǒugōng;manual
2901;手裡;手里;shǒu li;in hand
2902;手術;手术;shǒushù;operation
2903;手套;手套;shǒutào;gloves
2904;守;守;shǒu;guard
2905;首;首;shǒu;head
2906;受不了;受不了;shòubuliǎo;i can't stand it
2907;售貨員;售货员;shòuhuòyuán;salesperson
2908;叔叔;叔叔;shūshu;uncle
2909;舒適;舒适;shūshì;comfortable
2910;熟練;熟练;shúliàn;proficient
2911;暑假;暑假;shǔjià;summer vacation
2912;樹林;树林;shùlín;forest
2913;樹葉;树叶;shùyè;leaves
2914;數據;数据;shùjù;data
2915;數碼;数码;shùmǎ;digital
2916;刷;刷;shuā;brush
2917;刷牙;刷牙;shuā yá;brush teeth
2918;刷子;刷子;shuāzi;brush
2919;帥;帅;shuài;hansome
2920;帥哥;帅哥;shuàigē;handsome guy
2921;率先;率先;shuàixiān;first
2922;睡著;睡着;shuìzháo;asleep
2923;順序;顺序;shùnxù;order
2924;說不定;说不定;shuōbudìng;maybe
2925;說服;说服;shuōfú;persuade
2926;思考;思考;sīkǎo;think
2927;似乎;似乎;sìhū;seem
2928;鬆;松;sōng;loose
2929;松樹;松树;sōngshù;pine trees
2930;塑料;塑料;sùliào;plastic
2931;塑料袋;塑料袋;sùliàodài;plastic bag
2932;酸;酸;suān;acid
2933;酸奶;酸奶;suānnǎi;yogurt
2934;隨手;随手;suíshǒu;casually
2935;孫女;孙女;sūnnǚ;granddaughter
2936;孫子;孙子;sūnzi;grandson
2937;縮短;缩短;suōduǎn;shorten
2938;縮小;缩小;suōxiǎo;shrink
2939;臺階;台阶;táijiē;staircase
2940;臺上;台上;táishàng;on stage
2941;躺;躺;tǎng;lie
2942;套餐;套餐;tàocān;combo
2943;特價;特价;tèjià;special offer
2944;特殊;特殊;tèshū;special
2945;特徵;特征;tèzhēng;features
2946;提供;提供;tígōng;supply
2947;提醒;提醒;tíxǐng;remind
2948;體操;体操;tǐcāo;gymnastics
2949;體檢;体检;tǐjiǎn;physical examination
2950;體重;体重;tǐzhòng;weight
2951;替;替;tì;for
2952;替代;替代;tìdài;alternative
2953;天真;天真;tiānzhēn;innocent
2954;填;填;tián;fill
2955;填空;填空;tiánkòng;fill in the blank
2956;挑;挑;tiāo;pick
2957;挑選;挑选;tiāoxuǎn;select
2958;調皮;调皮;tiáopí;mischievous
2959;挑;挑;tiǎo;pick
2960;挑戰;挑战;tiǎozhàn;challenge
2961;貼;贴;tiē;sticker
2962;停下;停下;tíngxia;stop
2963;挺;挺;tǐng;quite
2964;通知書;通知书;tōngzhīshū;notification
2965;同情;同情;tóngqíng;pity
2966;童話;童话;tónghuà;fairy tale
2967;童年;童年;tóngnián;childhood
2968;統計;统计;tǒngjì;statistics
2969;統一;统一;tǒngyī;unification
2970;痛快;痛快;tòngkuài;happy
2971;投;投;tóu;cast
2972;投入;投入;tóurù;investment
2973;投訴;投诉;tóusù;complaint
2974;投資;投资;tóuzī;invest
2975;透;透;tòu;through
2976;透明;透明;tòumíng;transparent
2977;圖案;图案;tú'àn;pattern
2978;途中;途中;túzhōng;en route
2979;土地;土地;tǔdì;land
2980;推遲;推迟;tuīchí;postponement
2981;推銷;推销;tuīxiāo;sales
2982;脫;脱;tuō;detachment
2983;襪子;袜子;wàzi;socks
2984;外匯;外汇;wàihuì;foreign exchange
2985;外交官;外交官;wàijiāoguān;diplomat
2986;外套;外套;wàitào;coat
2987;彎;弯;wān;bend
2988;晚點;晚点;wǎndiǎn;late
2989;萬一;万一;wànyī;in case
2990;王;王;wáng;king
2991;網絡;网络;wǎngluò;network
2992;網址;网址;wǎngzhǐ;url
2993;微笑;微笑;wēixiào;smile
2994;微信;微信;wēixìn;wechat
2995;圍巾;围巾;wéijīn;scarf
2996;維持;维持;wéichí;maintain
2997;維護;维护;wéihù;maintenance
2998;維修;维修;wéixiū;maintain
2999;尾巴;尾巴;wěiba;tail
3000;未必;未必;wèibì;not necessarily
3001;未來;未来;wèilái;future
3002;位於;位于;wèiyú;located in
3003;位置;位置;wèizhì;location
3004;味兒;味儿;wèir;flavor
3005;餵;喂;wèi;feed
3006;穩;稳;wěn;stable
3007;穩定;稳定;wěndìng;stability
3008;問候;问候;wènhòu;greetings
3009;無;无;wú;without
3010;無法;无法;wúfǎ;unable
3011;無聊;无聊;wúliáo;boring
3012;無論;无论;wúlùn;regardless
3013;無數;无数;wúshù;countless
3014;無所謂;无所谓;wúsuǒwèi;it doesn't matter
3015;無限;无限;wúxiàn;infinite
3016;五顏六色;五颜六色;wǔyán-liùsè;colorful
3017;誤會;误会;wùhuì;misunderstanding
3018;西瓜;西瓜;xīguā;watermelon
3019;吸;吸;xī;suck
3020;吸管;吸管;xīguǎn;straw
3021;吸收;吸收;xīshōu;absorb
3022;吸煙;吸烟;xīyān;smoking
3023;吸引;吸引;xīyǐn;attract
3024;喜愛;喜爱;xǐ'ài;love
3025;系列;系列;xìliè;series
3026;系統;系统;xìtǒng;system
3027;細;细;xì;fine
3028;細節;细节;xìjié;details
3029;細緻;细致;xìzhì;delicate
3030;下個月;下个月;xià ge yuè;next month
3031;下降;下降;xiàjiàng;decline
3032;下樓;下楼;xià lóu;go downstairs
3033;下載;下载;xiàzài;download
3034;夏季;夏季;xiàjì;summer
3035;鮮;鲜;xiān;fresh
3036;鮮花;鲜花;xiānhuā;flowers
3037;鮮明;鲜明;xiānmíng;bright
3038;鹹;咸;xián;salt
3039;顯著;显著;xiǎnzhù;significant
3040;縣;县;xiàn;county
3041;限制;限制;xiànzhì;limit
3042;相處;相处;xiāngchǔ;living together
3043;相反;相反;xiāngfǎn;on the contrary
3044;箱;箱;xiāng;box
3045;箱子;箱子;xiāngzi;box
3046;想念;想念;xiǎngniàn;miss
3047;想象;想象;xiǎngxiàng;imagine
3048;項;项;xiàng;item
3049;項目;项目;xiàngmù;project
3050;相片;相片;xiàngpiàn;photo
3051;消化;消化;xiāohuà;digestion
3052;銷售;销售;xiāoshòu;sales
3053;小吃;小吃;xiǎochī;snack
3054;小伙子;小伙子;xiǎohuǒzi;young man
3055;小型;小型;xiǎoxíng;small
3056;效率;效率;xiàolǜ;efficiency
3057;些;些;xiē;some
3058;心理;心理;xīnlǐ;psychology
3059;新郎;新郎;xīnláng;bridegroom
3060;新娘;新娘;xīnniáng;bride
3061;新鮮;新鲜;xīnxiān;fresh
3062;新型;新型;xīnxíng;new
3063;興奮;兴奋;xīngfèn;excitement
3064;形容;形容;xíngróng;describe
3065;形勢;形势;xíngshì;situation
3066;型;型;xíng;type
3067;型號;型号;xínghào;model
3068;醒;醒;xǐng;awake
3069;興趣;兴趣;xìngqù;interest
3070;性質;性质;xìngzhì;properties
3071;兄弟;兄弟;xiōngdì;brother
3072;胸部;胸部;xiōngbù;chest
3073;修理;修理;xiūlǐ;repair
3074;選擇;选择;xuǎnzé;select
3075;學分;学分;xuéfēn;credits
3076;學年;学年;xuénián;academic year
3077;學時;学时;xuéshí;study hours
3078;學術;学术;xuéshù;academic
3079;學問;学问;xuéwen;knowledge
3080;尋找;寻找;xúnzhǎo;searching
3081;迅速;迅速;xùnsù;fast
3082;牙;牙;yá;tooth
3083;牙刷;牙刷;yáshuā;toothbrush
3084;亞運會;亚运会;Yàyùnhuì;asian games
3085;呀;呀;ya;ah
3086;延長;延长;yáncháng;extend
3087;延期;延期;yánqī;postpone
3088;延續;延续;yánxù;continued
3089;嚴;严;yán;yan
3090;嚴格;严格;yángé;strict
3091;嚴重;严重;yánzhòng;severe
3092;研究;研究;yánjiū;research
3093;研究生;研究生;yánjiūshēng;postgraduate
3094;研製;研制;yánzhì;research and development
3095;鹽;盐;yán;salt
3096;眼鏡;眼镜;yǎnjìng;glasses
3097;眼淚;眼泪;yǎnlèi;tears
3098;眼裡;眼里;yǎnli;in the eyes
3099;演講;演讲;yǎnjiǎng;speech
3100;陽臺;阳台;yángtái;balcony
3101;養成;养成;yǎngchéng;cultivation
3102;腰;腰;yāo;waist
3103;搖;摇;yáo;shake
3104;藥物;药物;yàowù;medicine
3105;要;要;yào;want
3106;業餘;业余;yèyú;amateur
3107;葉子;叶子;yèzi;leaves
3108;醫療;医疗;yīliáo;medical
3109;醫學;医学;yīxué;medicine
3110;依靠;依靠;yīkào;rely on
3111;依然;依然;yīrán;still
3112;一律;一律;yīlǜ;all
3113;一再;一再;yīzài;repeatedly
3114;一致;一致;yīzhì;consistent
3115;移;移;yí;shift
3116;移動;移动;yídòng;movement
3117;移民;移民;yímín;migrant
3118;遺產;遗产;yíchǎn;inheritance
3119;遺傳;遗传;yíchuán;genetics
3120;疑問;疑问;yíwèn;question
3121;以及;以及;yǐjí;as well as
3122;以內;以内;yǐnèi;within
3123;一般來說;一般来说;yībānláishuō;generally speaking
3124;義務;义务;yìwù;duty
3125;議論;议论;yìlùn;discuss
3126;引;引;yǐn;lead
3127;引導;引导;yǐndǎo;guidance
3128;引進;引进;yǐnjìn;introduction
3129;引起;引起;yǐnqǐ;cause
3130;應;应;yīng;should
3131;英勇;英勇;yīngyǒng;heroic
3132;營業;营业;yíngyè;business
3133;贏得;赢得;yíngdé;win
3134;影子;影子;yǐngzi;shadow
3135;勇敢;勇敢;yǒnggǎn;brave
3136;勇氣;勇气;yǒngqì;courage
3137;用途;用途;yòngtú;use
3138;優良;优良;yōuliáng;excellent
3139;優美;优美;yōuměi;yumei
3140;優秀;优秀;yōuxiù;excellent
3141;郵局;邮局;yóujú;post office
3142;有勁兒;有劲儿;yǒujìnr;energetic
3143;有趣;有趣;yǒuqù;interesting
3144;有限;有限;yǒuxiàn;limited
3145;幼兒園;幼儿园;yòu'éryuán;kindergarten
3146;於是;于是;yúshì;therefore
3147;語法;语法;yǔfǎ;syntax
3148;語音;语音;yǔyīn;voice
3149;玉;玉;yù;jade
3150;玉米;玉米;yùmǐ;corn
3151;預測;预测;yùcè;prediction
3152;預訂;预订;yùdìng;reservation
3153;遇;遇;yù;encounter
3154;遇到;遇到;yùdào;meet
3155;遇見;遇见;yùjiàn;encounter
3156;原料;原料;yuánliào;raw material
3157;原則;原则;yuánzé;principles
3158;圓;圆;yuán;circle
3159;圓滿;圆满;yuánmǎn;perfect
3160;約會;约会;yuēhuì;appointment
3161;月底;月底;yuèdǐ;end of month
3162;閱讀;阅读;yuèdú;reading
3163;運動會;运动会;yùndònghuì;sports meet
3164;運動員;运动员;yùndòngyuán;athletes
3165;運氣;运气;yùnqi;luck
3166;運用;运用;yùnyòng;use
3167;再三;再三;zàisān;repeatedly
3168;在乎;在乎;zàihu;care
3169;在於;在于;zàiyú;in
3170;贊成;赞成;zànchéng;agree
3171;讚賞;赞赏;zànshǎng;praise
3172;贊助;赞助;zànzhù;sponsorship
3173;造型;造型;zàoxíng;modeling
3174;戰鬥;战斗;zhàndòu;battle
3175;戰勝;战胜;zhànshèng;victory
3176;戰士;战士;zhànshì;warrior
3177;戰爭;战争;zhànzhēng;war
3178;丈夫;丈夫;zhàngfu;husband
3179;招呼;招呼;zhāohu;call
3180;著;着;zháo;write
3181;著火;着火;zháohuǒ;fire
3182;著急;着急;zháojí;anxious
3183;召開;召开;zhàokāi;convene
3184;折;折;zhé;fold
3185;針;针;zhēn;needle
3186;針對;针对;zhēnduì;targeted
3187;陣;阵;zhèn;formation
3188;爭論;争论;zhēnglùn;controversy
3189;征服;征服;zhēngfú;conquer
3190;徵求;征求;zhēngqiú;seeking
3191;政府;政府;zhèngfǔ;government
3192;政治;政治;zhèngzhì;politics
3193;之後;之后;zhīhòu;later
3194;之間;之间;zhījiān;between
3195;之前;之前;zhīqián;before
3196;之一;之一;zhīyī;one
3197;支;支;zhī;branch
3198;植物;植物;zhíwù;plant
3199;指揮;指挥;zhǐhuī;command
3200;制訂;制订;zhìdìng;formulate
3201;質量;质量;zhìliàng;quality
3202;治;治;zhì;rule
3203;治療;治疗;zhìliáo;treatment
3204;智力;智力;zhìlì;intelligence
3205;智能;智能;zhìnéng;intelligent
3206;中介;中介;zhōngjiè;intermediary
3207;種類;种类;zhǒnglèi;kind
3208;中獎;中奖;zhòngjiǎng;winning the lottery
3209;種;种;zhòng;species
3210;種植;种植;zhòngzhí;planting
3211;重量;重量;zhòngliàng;weight
3212;逐步;逐步;zhúbù;gradually
3213;逐漸;逐渐;zhújiàn;gradually
3214;主題;主题;zhǔtí;theme
3215;主席;主席;zhǔxí;president
3216;祝福;祝福;zhùfú;bless
3217;著名;著名;zhùmíng;famous
3218;著作;著作;zhùzuò;book
3219;抓緊;抓紧;zhuājǐn;hold on
3220;專心;专心;zhuānxīn;focus
3221;轉動;转动;zhuǎndòng;rotate
3222;轉告;转告;zhuǎngào;tell
3223;轉身;转身;zhuǎnshēn;turn around
3224;轉彎;转弯;zhuǎnwān;turn
3225;轉移;转移;zhuǎnyí;transfer
3226;裝修;装修;zhuāngxiū;decoration
3227;裝置;装置;zhuāngzhì;device
3228;追求;追求;zhuīqiú;pursue
3229;準時;准时;zhǔnshí;on time
3230;資料;资料;zīliào;material
3231;資源;资源;zīyuán;resources
3232;自;自;zì;since
3233;自信;自信;zìxìn;confidence
3234;字母;字母;zìmǔ;letter
3235;綜合;综合;zōnghé;comprehensive
3236;總共;总共;zǒnggòng;total
3237;總理;总理;zǒnglǐ;prime minister
3238;總統;总统;zǒngtǒng;president
3239;總之;总之;zǒngzhī;in short
3240;阻止;阻止;zǔzhǐ;prevent
3241;嘴巴;嘴巴;zuǐba;mouth
3242;最初;最初;zuìchū;initial
3243;作出;作出;zuòchū;make
3244;作為;作为;zuòwéi;as
3245;做夢;做梦;zuòmèng;dreaming
3246;安慰;安慰;ānwèi;comfort
3247;岸;岸;àn;shore
3248;岸上;岸上;àn shang;ashore
3249;按摩;按摩;ànmó;massage
3250;拔;拔;bá;pull
3251;白酒;白酒;báijiǔ;liquor
3252;拜訪;拜访;bàifǎng;visit
3253;版;版;bǎn;version
3254;扮演;扮演;bànyǎn;playing
3255;棒;棒;bàng;great
3256;包圍;包围;bāowéi;encircle
3257;包裝;包装;bāozhuāng;packaging
3258;保衛;保卫;bǎowèi;defense
3259;保養;保养;bǎoyǎng;maintain
3260;報答;报答;bàodá;repay
3261;報警;报警;bàojǐng;call the police
3262;抱怨;抱怨;bàoyuàn;complain
3263;背包;背包;bēibāo;backpack
3264;悲劇;悲剧;bēijù;tragedy
3265;悲傷;悲伤;bēishāng;sadness
3266;北極;北极;běijí;arctic
3267;被動;被动;bèidòng;passive
3268;輩;辈;bèi;generation
3269;本人;本人;běnrén;myself
3270;鼻子;鼻子;bízi;nose
3271;比方;比方;bǐfang;for example
3272;比重;比重;bǐzhòng;proportion
